text,label,source,clean_text
"Top, Saham BBRI Sentuh Rekor Tertinggi di 5.000-an",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,top saham bbri sentuh rekor tertinggi di an
BANK BRI Gelar Talkshow Kenalkan  Sistem Pembayaran Bisnis e-commerce yang Mudah dan Aman,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri gelar talkshow kenalkan sistem pembayaran bisnis e commerce yang mudah dan aman
"Demi ESG, BRI Bangun Kantor Konsep Green & Smart Building",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,demi esg bri bangun kantor konsep green smart building
"Manjakan Pemudik, BRI Sediakan Posko Mudik Asyik Bersama BUMN",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,manjakan pemudik bri sediakan posko mudik asyik bersama bumn
"Diserbu Investor, Pemesanan SR017 di BRI Capai Rp 1,01 T",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,diserbu investor pemesanan sr di bri capai rp t
BRI Danareksa Sekuritas Rampungkan Total Transaksi Rp100 Triliun di 2022,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri danareksa sekuritas rampungkan total transaksi rp triliun di
"Intip Usaha Ketiga Pemenang Pengusaha Muda BRILiaN 2020, Apa Saja?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,intip usaha ketiga pemenang pengusaha muda brilian apa saja
Harga Pelaksanaan Rights Issue BRI Dipatok Rp 3.400 per Saham,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,harga pelaksanaan rights issue bri dipatok rp per saham
BRI Ikutkan Nasabah UMKM,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ikutkan nasabah umkm
"Mantap! 98,41% Nasabah BRI Sudah Pakai BRIMo",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mantap nasabah bri sudah pakai brimo
"Jumlah Kelompok Mekaar Menjadi AgenBRILink Terus Meningkat, Sinergitas Ekosistem Ultra Mikro Semakin Solid",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,jumlah kelompok mekaar menjadi agenbrilink terus meningkat sinergitas ekosistem ultra mikro semakin solid
BRI Fasilitasi BPKH Sediakan Uang Riyal bagi Jemaah Haji,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri fasilitasi bpkh sediakan uang riyal bagi jemaah haji
"Terombang di Lautan dan Menerobos Hutan, Kisah Mantri BRI Bikin Haru",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,terombang di lautan dan menerobos hutan kisah mantri bri bikin haru
"Berbekal Obeng dan Kartu Debit, Bobol 18 Mesin ATM BRI di Jatim",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,berbekal obeng dan kartu debit bobol mesin atm bri di jatim
Pertamina Gandeng BRI dalam Penyaluran JBT Pakai QR Code di Lampung,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pertamina gandeng bri dalam penyaluran jbt pakai qr code di lampung
Bank BRI Ajak Masyarakat Rawat Alam Lewat Budaya Menanam,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri ajak masyarakat rawat alam lewat budaya menanam
"Punya Sederet Keunggulan, Yuk Atur Keuanganmu Bersama BRImo",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,punya sederet keunggulan yuk atur keuanganmu bersama brimo
BI Rate Turun Tak Pengaruhi Kinerja BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bi rate turun tak pengaruhi kinerja bri
"7.000 Orang Ikut Mudik Bersama BRI, di Antaranya TKI Arab hingga Korsel",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,orang ikut mudik bersama bri di antaranya tki arab hingga korsel
Menteri BUMN Lepas Jalan Sehat 32.000 Pekerja BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,menteri bumn lepas jalan sehat pekerja bri
Dirut BRI: Pengucuran Kredit Seret karena Daya Beli Masih Rendah,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,dirut bri pengucuran kredit seret karena daya beli masih rendah
"Rektor UI Mundur dari Komut BRI, DPR Minta Pemerintah Batalkan PP Ini",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,rektor ui mundur dari komut bri dpr minta pemerintah batalkan pp ini
Inovasi BRI Digital Saving (2),neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,inovasi bri digital saving
"Dukung UMKM, BRI & Tulola Hadirkan Kawan Nusantara 2022",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung umkm bri tulola hadirkan kawan nusantara
BRImo Bantu Misi BUMN Kebut Digitalisasi di Indonesia,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,brimo bantu misi bumn kebut digitalisasi di indonesia
"Perluas Pasar Kredit Multiguna, BRI Agro Gaet Lion Group",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,perluas pasar kredit multiguna bri agro gaet lion group
"Rating CSA Melesat di 2022, Penerapan ESG BRI Terus Meningkat",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,rating csa melesat di penerapan esg bri terus meningkat
BRI Akuisisi 35 Persen Saham Bahana Artha Ventura,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri akuisisi persen saham bahana artha ventura
"BRI Bagikan 16,4 Juta Lembar Saham Hasil Buyback ke Karyawan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan juta lembar saham hasil buyback ke karyawan
BRI Resmikan Sentral Layanan Prioritas,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri resmikan sentral layanan prioritas
BRI Gandeng Bio Farma Bangun Ekosistem Healthcare,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gandeng bio farma bangun ekosistem healthcare
"Eksekusi Program ESOP, Tiga Direktur BRI Beli 331.600 Saham BBRI",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,eksekusi program esop tiga direktur bri beli saham bbri
Kredit dan Pembiayaan BRI Lampaui Rp1.180 T dalam 3 Bulan Pertama 2023,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kredit dan pembiayaan bri lampaui rp t dalam bulan pertama
"Kartu Kredit BRI di 'Hack', Transaksi di Bukalapak tanpa OTP",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kartu kredit bri di hack transaksi di bukalapak tanpa otp
Direktur BRI Supari: Nyawa Kami Ada di Sektor UMKM,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,direktur bri supari nyawa kami ada di sektor umkm
"Laba BRI Berpeluang Cetak Rekor, Gimana Potensinya?",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,laba bri berpeluang cetak rekor gimana potensinya
BRI Gelar Pemberdayaan Ekonomi Sosial Bagi 190 Ribu Mustahik,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gelar pemberdayaan ekonomi sosial bagi ribu mustahik
Ini Kata 3 Entrepreneur Muda Pemenang Pengusaha Muda BRILian,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ini kata entrepreneur muda pemenang pengusaha muda brilian
Erick Thohir Apresiasi Sinergi BRI-Telkom Tingkatkan Layanan Satelit,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,erick thohir apresiasi sinergi bri telkom tingkatkan layanan satelit
"Gelar 'Shop For Free', BRImo Traktir 900 Nasabah Loyal",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,gelar shop for free brimo traktir nasabah loyal
Nikmati Berbagai Promo Kemerdekaan dari Kartu Kredit BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,nikmati berbagai promo kemerdekaan dari kartu kredit bri
"Buron 8 Bulan, Eks Kacab BRI Pekanbaru Ditangkap",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,buron bulan eks kacab bri pekanbaru ditangkap
"Belanja 5 Menit, Bayar 5 Menit di Program Shop for Free BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,belanja menit bayar menit di program shop for free bri
"Di Tengah Ketidakpastian, BRI Optimistis Jaga Pertumbuhan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,di tengah ketidakpastian bri optimistis jaga pertumbuhan
Simulasi Perampokan di BRI Trenggalek Membuat Nasabah Pingsan,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,simulasi perampokan di bri trenggalek membuat nasabah pingsan
"Sasar Milenial, BRI Luncurkan Aplikasi BRImo",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,sasar milenial bri luncurkan aplikasi brimo
"Kinerja Bakal Terus Melesat, Saham BRI Diproyeksi ke Rp 6.200",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kinerja bakal terus melesat saham bri diproyeksi ke rp
Simak! Strategi BRI Terapkan ESG & Percepat Inklusi Finansial,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,simak strategi bri terapkan esg percepat inklusi finansial
"Buron, Tersangka Korupsi BRI Agro Pekanbaru Ditangkap di Medan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,buron tersangka korupsi bri agro pekanbaru ditangkap di medan
BRI Tegaskan Komitmen Penyelamatan UMKM di Masa Pandemi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri tegaskan komitmen penyelamatan umkm di masa pandemi
Perampok di RS Sardjito Rebut Tas Berisi Uang yang Dibawa Pegawai BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok di rs sardjito rebut tas berisi uang yang dibawa pegawai bri
BRI Rombak Susunan Direksi,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri rombak susunan direksi
"Korupsi Rp 624,2 Juta, Eks Kepala BRI Divonis 5 Tahun Penjara",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,korupsi rp juta eks kepala bri divonis tahun penjara
Uang Rp 400 Juta Nasabah BRI yang Diaku Hilang Ternyata Ditarik Sendiri,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,uang rp juta nasabah bri yang diaku hilang ternyata ditarik sendiri
Pegawai BRI Gelapkan Uang Nasabah Rp560 Juta,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pegawai bri gelapkan uang nasabah rp juta
Satelit BRIsat Berikan Keuntungan Besar dalam Layanan Perbankan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,satelit brisat berikan keuntungan besar dalam layanan perbankan
"Kasus Investasi Emas, Butet Kartaradjasa cs Gugat BRI Syariah Rp 47 M",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kasus investasi emas butet kartaradjasa cs gugat bri syariah rp m
"Borong 3 Penghargaan, BRI Raih Pengakuan Internasional",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,borong penghargaan bri raih pengakuan internasional
"BRI Rombak Susunan Direksi, 4 Direktur Diganti Sekaligus",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri rombak susunan direksi direktur diganti sekaligus
"Angkat Direksi Milenial, BRI Dinilai Jalankan Regenerasi dengan Baik",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,angkat direksi milenial bri dinilai jalankan regenerasi dengan baik
"BRI Bagikan Dividen Rp 12,1 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan dividen rp triliun
Sstt...Bos BRI Kasih Proyeksi Soal Laba dan Dividen Jumbo,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sstt bos bri kasih proyeksi soal laba dan dividen jumbo
BRI Perluas Pembiayaan Perbankan Distributor & Outlet Castrol,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri perluas pembiayaan perbankan distributor outlet castrol
Polisi Kejar Pelaku Perampok BRI Syariah,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi kejar pelaku perampok bri syariah
PPP dan PKS Kompak Puji Keputusan Ari Kuncoro Mundur dari BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,ppp dan pks kompak puji keputusan ari kuncoro mundur dari bri
Liburan Keluarga Makin Hemat Bersama BANK BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,liburan keluarga makin hemat bersama bank bri
"Dukung Pembiayaan Petani, BRI Gandeng Syngenta Indonesia",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung pembiayaan petani bri gandeng syngenta indonesia
"BRI Buka 391 Cabang Buat Tukar Uang Lebaran, Cek Lokasinya",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri buka cabang buat tukar uang lebaran cek lokasinya
"Tilap Uang Nasabah Rp 2,3 Miliar, Teller BRI Ditangkap",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,tilap uang nasabah rp miliar teller bri ditangkap
"Hilangkan 59 Kg Emas, Eksepsi Pegawai BRI Ditolak Jaksa",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,hilangkan kg emas eksepsi pegawai bri ditolak jaksa
BRI Private Signature Outlet Diluncurkan,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri private signature outlet diluncurkan
"Pertama di Indonesia, BRI Siap Layani Kebutuhan Perbankan Nasabah Melalui Metaverse",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pertama di indonesia bri siap layani kebutuhan perbankan nasabah melalui metaverse
"BRILink Sumbang Dana Murah BRI Sentuh Rp 18,9 Triliun",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,brilink sumbang dana murah bri sentuh rp triliun
"BRI Rombak Susunan Manajemen, Sunarso Resmi Jadi Wakil Direktur",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri rombak susunan manajemen sunarso resmi jadi wakil direktur
PLN Bersama BRI Luncurkan Program 'Trade in Electric Motorcycle',neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,pln bersama bri luncurkan program trade in electric motorcycle
"Prospektus Rights Issue Diterbitkan, BRI Optimistis Investor dan Pasar Menyambut Antusias",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,prospektus rights issue diterbitkan bri optimistis investor dan pasar menyambut antusias
Case Closed! BRI dan Pengunggah Struk Berisi Lirik Sepakat Berdamai,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,case closed bri dan pengunggah struk berisi lirik sepakat berdamai
"BRI Syariah Cipulir Dirampok, 1 Nyawa Melayang",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bri syariah cipulir dirampok nyawa melayang
"Suruh Istri Gelapkan Uang BRI Rp 2,3 Miliar, Rendy Ikut Masuk Bui",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,suruh istri gelapkan uang bri rp miliar rendy ikut masuk bui
"Diduga Tilep Rp 700 juta, Teller BRI Masuk Bui",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,diduga tilep rp juta teller bri masuk bui
Jaksa DSW Kenal Pegawai BRI Lewat Perantara 2 Orang Polisi,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,jaksa dsw kenal pegawai bri lewat perantara orang polisi
Inovasi BRI Digital Saving (3),neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,inovasi bri digital saving
"Kemudahan Fasilitas Pinjaman, Transaksi dan Pinjaman Digital BRI Tumbuh Signifikan di Tengah Pandemi",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kemudahan fasilitas pinjaman transaksi dan pinjaman digital bri tumbuh signifikan di tengah pandemi
BRI Ajak Investasi Sekaligus Selamatkan Bumi Lewat Green Bond,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ajak investasi sekaligus selamatkan bumi lewat green bond
BRI Layani Penukaran Uang di Kepulauan Seribu Pakai Kapal,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri layani penukaran uang di kepulauan seribu pakai kapal
"Gelar UMKM EXPO(RT) BRILIANPRENEUR 2022, ini Harapan Dirut BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,gelar umkm expo rt brilianpreneur ini harapan dirut bri
BRI Rayakan Imlek Bersama Nasabah Private dan Prioritas,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri rayakan imlek bersama nasabah private dan prioritas
Kinerja Positif BRI dengan Strategi Business Follow Stimulus,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kinerja positif bri dengan strategi business follow stimulus
"Terindikasi Skimming, Penarikan Dana Rekening BRI Dianggap Sah",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,terindikasi skimming penarikan dana rekening bri dianggap sah
Mohon Jawaban Penghitungan Pelunasan Sisa Pinjaman BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,mohon jawaban penghitungan pelunasan sisa pinjaman bri
PPSDM Migas Terima 1 Unit Ambulans dari Program BRI Peduli TJSL,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,ppsdm migas terima unit ambulans dari program bri peduli tjsl
"Transformasi Saat Pandemi, Dirut BRI Raih Penghargaan CEO Paling Visioner",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,transformasi saat pandemi dirut bri raih penghargaan ceo paling visioner
"Tabungan BRI Terbesar Sepanjang Sejarah, Segini Nilainya",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tabungan bri terbesar sepanjang sejarah segini nilainya
Kejati Jateng Tetapkan Tiga Tersangka Kredit Fiktif BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kejati jateng tetapkan tiga tersangka kredit fiktif bri
